rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,rowupdate
66,CoRoT-16,b,Transit,1,5.35227,0.0002,-0.0002,0,0.0618,0.0015,-0.0015,0,0.33,0.09,-0.1,0,85.01,0.94,-1.2,0,0.535,0.085,-0.083,0,Mass,1.17,0.16,-0.14,0,0.44,0.21,-0.14,0,0,0,0,0,18h34m05.93s,278.524691,-06d00m09.3s,-6.002595,840,90,-90,0,15.63,,0,0,V (Johnson),5650,100,-100,0,0,1.1,0.08,-0.08,0,0,1.19,0.14,-0.13,0,0,2014-05-14
67,CoRoT-17,b,Transit,1,3.7681,0.0003,-0.0003,0,0.0461,0.0008,-0.0008,0,0,,,0,88.34,1.54,-1.54,0,2.43,0.3,-0.3,0,Mass,1.02,0.07,-0.07,0,2.82,0.38,-0.38,0,0,0,0,0,18h34m47.82s,278.699254,-06d36m44.0s,-6.612234,920,50,-50,0,15.46,,0,0,V (Johnson),5740,80,-80,0,0,1.04,0.1,-0.1,0,0,1.59,0.07,-0.07,0,0,2014-05-14
68,CoRoT-18,b,Transit,1,1.9000693,0.0000028,-0.0000028,0,0.0295,0.0016,-0.0016,0,0.08,,,1,86.5,1.4,-0.9,0,3.47,0.38,-0.38,0,Mass,1.31,0.18,-0.18,0,2.2,0.8,-0.8,0,0,0,0,0,06h32m41.38s,98.17241,-00d01m53.7s,-0.031586,870,90,-90,0,15,0.1,0,0,V (Johnson),5440,100,-100,0,0,0.95,0.15,-0.15,0,0,1,0.13,-0.13,0,0,2014-05-14
69,CoRoT-19,b,Transit,1,3.89713,0.00002,-0.00002,0,0.0518,0.0008,-0.0008,0,0.047,0.045,-0.045,0,88,0.7,-0.7,0,1.11,0.06,-0.06,0,Mass,1.29,0.03,-0.03,0,0.71,0.06,-0.06,0,0,0,0,0,06h28m08.06s,97.033582,-00d10m14.5s,-0.170681,770,160,-160,0,14.007,,0,0,V (Johnson),6090,70,-70,0,0,1.21,0.05,-0.05,0,0,1.65,0.04,-0.04,0,0,2014-05-14
70,CoRoT-2,b,Transit,1,1.7429935,0.000001,-0.000001,0,0.02798,0.00076,-0.0008,0,0.0143,0.0077,-0.0076,0,88.08,0.18,-0.16,0,3.47,0.22,-0.22,0,Mass,1.466,0.042,-0.044,0,1.47,0.08,-0.074,0,0,0,0,0,19h27m06.49s,291.777056,+01d23m01.4s,1.383714,200,,,0,12.57,,0,0,V (Johnson),5625,120,-120,0,0,0.96,0.08,-0.08,0,0,0.91,0.03,-0.03,0,0,2014-05-14
71,CoRoT-20,b,Transit,1,9.24285,0.0003,-0.0003,0,0.0902,0.0021,-0.0021,0,0.562,0.013,-0.013,0,88.21,0.53,-0.53,0,4.24,0.23,-0.23,0,Mass,0.84,0.04,-0.04,0,8.87,1.1,-1.1,0,0,0,0,1,06h30m52.90s,97.720408,+00d13m36.9s,0.226919,1230,120,-120,0,14.66,,0,0,V (Johnson),5880,90,-90,0,0,1.14,0.08,-0.08,0,0,1.02,0.05,-0.05,0,0,2014-05-14
72,CoRoT-22,b,Transit,1,9.75598,0.00011,-0.00011,0,0.092,0.0014,-0.0014,0,0.077,0.3,-0.042,0,89.749,0.032,-0.9,0,0.038,0.044,-0.028,0,Mass,0.435,0.015,-0.035,0,0.249,1,-0.097,0,0,0,0,0,18h42m40.11s,280.667115,+06d13m08.9s,6.219136,592,25,-42,0,13.944,0.083,0,0,V (Johnson),5939,54,-120,0,0,1.1,0.05,-0.05,0,0,1.14,0.04,-0.09,0,0,2014-08-21
73,CoRoT-23,b,Transit,1,3.6313,0.0001,-0.0001,0,0.048,0.004,-0.004,0,0.16,0.02,-0.02,0,85.7,2.6,-1.5,0,2.8,0.3,-0.3,0,Mass,1.05,0.13,-0.13,0,3,1.1,-1.1,0,0,0,0,0,18h39m07.83s,279.782615,+04d21m28.1s,4.357806,600,50,-50,0,15.63,0.07,0,0,V (Johnson),5900,100,-100,0,0,1.14,0.08,-0.08,0,0,1.61,0.18,-0.18,0,0,2014-05-14
74,CoRoT-24,b,Transit,2,5.1134,0.0006,-0.0006,0,0.056,0.002,-0.002,0,0,,,0,86.5,2,-2,0,0.018,,,1,Mass,0.33,0.04,-0.04,0,0.9,,,1,0,0,0,0,06h47m41.41s,101.922547,-03d43m09.5s,-3.719301,600,70,-70,0,,,,,,4950,150,-150,0,0,0.91,0.09,-0.09,0,0,0.86,0.09,-0.09,0,0,2014-06-11
75,CoRoT-24,c,Transit,2,11.759,0.0063,-0.0063,0,0.098,0.003,-0.003,0,0,,,0,89,1,-1.6,0,0.088,0.035,-0.035,0,Mass,0.44,0.04,-0.04,0,1.3,0.5,-0.4,0,0,0,0,0,06h47m41.41s,101.922547,-03d43m09.5s,-3.719301,600,70,-70,0,,,,,,4950,150,-150,0,0,0.91,0.09,-0.09,0,0,0.86,0.09,-0.09,0,0,2014-06-11
76,CoRoT-25,b,Transit,1,4.86069,0.00006,-0.00006,0,0.0578,0.002,-0.0009,0,0,,,0,84.5,0.8,-0.3,0,0.27,0.04,-0.04,0,Mass,1.08,0.3,-0.1,0,0.15,0.15,-0.06,0,0,0,0,0,18h42m31.12s,280.629662,+06d30m49.8s,6.513829,1000,85,-25,0,,,,,,6040,90,-90,0,0,1.09,0.11,-0.05,0,0,1.19,0.14,-0.03,0,0,2014-05-14
77,CoRoT-26,b,Transit,1,4.20474,0.00005,-0.00005,0,0.0526,0.001,-0.001,0,0,,,0,86.8,2.2,-1,0,0.52,0.05,-0.05,0,Mass,1.26,0.13,-0.07,0,0.28,0.09,-0.07,0,0,0,0,0,18h39m00.12s,279.750514,+06d58m11.2s,6.969787,1670,205,-110,0,,,,,,5590,100,-100,0,0,1.09,0.06,-0.06,0,0,1.79,0.18,-0.09,0,0,2014-05-14
78,CoRoT-27,b,Transit,1,3.57532,0.00006,-0.00006,0,0.0476,0.0066,-0.0066,0,0.065,,,1,86.7,1.2,-0.87,0,10.39,0.55,-0.55,0,Mass,1.007,0.044,-0.044,0,12.6,1.92,-1.67,0,0,0,0,0,18h33m59.00s,278.495813,+05d32m18.5s,5.538462,,,,,15.54,,0,0,V (Johnson),5900,120,-120,0,0,1.05,0.11,-0.11,0,0,1.08,0.18,-0.06,0,0,2014-05-14
79,CoRoT-28,b,Transit,1,5.20851,0.00038,-0.00038,0,0.0603,0.005,-0.005,0,0.047,0.055,-0.038,0,88.1,0.8,-0.8,0,0.484,0.087,-0.087,0,Mass,0.955,0.066,-0.066,0,0.69,0.27,-0.27,0,0,0,0,0,18h34m45.20s,278.688338,+05d34m25.4s,5.57373,560,70,-70,0,,,,,,5150,100,-100,0,0,1.01,0.14,-0.14,0,0,1.78,0.11,-0.11,0,0,2015-04-16
80,CoRoT-29,b,Transit,1,2.85057,0.000006,-0.000006,0,0.0386,0.0059,-0.0059,0,0.082,0.081,-0.081,0,87.3,2.7,-2.7,0,0.85,0.2,-0.2,0,Mass,0.9,0.16,-0.16,0,1.45,0.74,-0.74,0,0,0,0,0,18h35m36.50s,278.902103,+06d28m46.7s,6.479651,765,50,-50,0,,,,,,5260,100,-100,0,0,0.97,0.14,-0.14,0,0,0.9,0.12,-0.12,0,0,2015-04-16
81,CoRoT-3,b,Transit,1,4.2568,0.000005,-0.000005,0,,,,,0,,,0,85.9,0.8,-0.8,0,21.66,1,-1,0,Mass,1.01,0.07,-0.07,0,26.4,5.6,-5.6,0,0,0,0,0,19h28m13.26s,292.055263,+00d07m18.6s,0.12182,680,160,-160,0,,,,,,6740,140,-140,0,0,1.37,0.09,-0.09,0,0,1.56,0.09,-0.09,0,0,2014-05-14
82,CoRoT-4,b,Transit,1,9.20205,0.00037,-0.00037,0,0.09,0.001,-0.001,0,0,0.1,-0.1,0,90,0,-0.085,0,0.72,0.08,-0.08,0,Mass,1.19,0.06,-0.05,0,0.525,0.15,-0.15,0,0,0,0,0,06h48m46.72s,102.194663,-00d40m22.0s,-0.672774,,,,,,,,,,6190,60,-60,0,0,1.16,0.03,-0.02,0,0,1.17,0.01,-0.03,0,0,2014-05-14
83,CoRoT-5,b,Transit,1,4.0378962,0.0000019,-0.0000019,0,0.04947,0.00026,-0.00029,0,0.09,0.09,-0.04,0,85.83,0.99,-1.38,0,0.467,0.047,-0.024,0,Mass,1.388,0.046,-0.047,0,0.217,0.031,-0.025,0,0,0,0,0,06h45m06.54s,101.277254,+00d48m54.9s,0.815239,,,,,,,,,,6100,65,-65,0,0,1,0.02,-0.02,0,0,1.19,0.04,-0.04,0,0,2014-05-14
84,CoRoT-6,b,Transit,1,8.886593,0.000004,-0.000004,0,0.0855,0.0015,-0.0015,0,0.1,,,1,89.07,0.3,-0.3,0,2.96,0.34,-0.34,0,Mass,1.166,0.035,-0.035,0,2.32,0.31,-0.31,0,0,0,0,0,18h44m17.41s,281.072525,+06d39m47.5s,6.663194,,,,,13.912,0.021,0,0,V (Johnson),6090,70,-70,0,0,1.05,0.05,-0.05,0,0,1.02,0.03,-0.03,0,0,2014-05-14
85,CoRoT-7,b,Transit,2,0.85359159,0.00000057,-0.00000057,0,0.017016,0.00017,-0.000036,0,0,,,0,80.78,0.51,-0.23,0,0.018,0.003,-0.003,0,Mass,0.141,0.006,-0.006,0,7.5,1.4,-1.4,0,0,0,0,0,06h43m49.47s,100.956125,-01d03m46.9s,-1.063033,153.7,4.5,-4.5,0,11.668,0.008,0,0,V (Johnson),5259,58,-58,0,0,0.91,0.02,-0.02,0,0,0.82,0.02,-0.02,0,0,2015-03-05
86,CoRoT-7,c,Radial Velocity,2,3.698,0.003,-0.003,0,0.046,,,0,0,,,0,80,,,0,0.02643,0.00283,-0.00283,0,Mass,,,,,,,,,0,0,0,0,06h43m49.47s,100.956125,-01d03m46.9s,-1.063033,153.7,4.5,-4.5,0,11.668,0.008,0,0,V (Johnson),5259,58,-58,0,0,0.91,0.02,-0.02,0,0,0.82,0.02,-0.02,0,0,2015-09-10
87,CoRoT-8,b,Transit,1,6.21229,0.00003,-0.00003,0,0.063,0.001,-0.001,0,0,,,0,88.4,0.1,-0.1,0,0.22,0.03,-0.03,0,Mass,0.57,0.02,-0.02,0,1.6,0.1,-0.1,0,0,0,0,0,19h26m21.24s,291.588518,+01d25m35.2s,1.426452,380,30,-30,0,14.8,,0,0,V (Johnson),5080,80,-80,0,0,0.88,0.04,-0.04,0,0,0.77,0.02,-0.02,0,0,2014-05-14
88,CoRoT-9,b,Transit,1,95.2738,0.0014,-0.0014,0,0.407,0.005,-0.005,0,0.11,0.04,-0.04,0,89.99,0.01,-0.04,0,0.84,0.07,-0.07,0,Mass,1.05,0.04,-0.04,0,0.9,0.13,-0.13,0,0,0,0,0,18h43m08.81s,280.786712,+06d12m15.0s,6.204172,460,,,0,13.69,,0,0,V (Johnson),5625,80,-80,0,0,0.99,0.04,-0.04,0,0,0.94,0.04,-0.04,0,0,2014-05-14
89,DENIS-P J082303.1-491201,b,Astrometry,1,246.36,1.38,-1.35,0,0.36,0.01,-0.01,0,0.345,0.068,-0.064,0,56.6,1.9,-2.1,0,28.5,1.9,-1.9,0,Mass,,,,,,,,,0,0,0,0,08h23m03.13s,125.76305,-49d12m01.3s,-49.200359,20.77,0.08,-0.08,0,,,,,,,,,,,0.07,0.01,-0.01,0,0,,,,,,2014-05-14
90,DH Tau,b,Imaging,1,,,,,330,,,0,,,,,,,,,11,10,-3,0,Mass,,,,,,,,,0,0,0,1,04h29m41.56s,67.423158,+26d32m58.3s,26.54952,140,15,-15,0,,,,,,,,,,,0.33,,,0,0,0.27,0.07,-0.07,0,0,2014-05-14
91,DP Leo,b,Eclipse Timing Variations,1,10220,730,-730,0,8.19,0.39,-0.39,0,0.39,0.13,-0.13,0,,,,,6.05,0.47,-0.58,0,Msini,,,,,,,,,0,0,0,0,11h17m16.00s,169.316667,+17d57m41.1s,17.961417,,,,,,,,,,,,,,,0.69,,,0,0,,,,,,2014-05-14
92,FU Tau,b,Imaging,1,,,,,800,,,0,,,,,,,,,16,,,0,Mass,,,,,,,,,0,0,0,1,04h23m35.74s,65.898908,+25d02m59.6s,25.049898,140,,,0,,,,,,2838,,,0,0,0.05,,,0,0,,,,,0,2016-03-10
93,Fomalhaut,b,Imaging,1,555530,184690,-353320,0,160,33,-79,0,0.87,0.11,-0.05,0,55,26,-12,0,,,,,,,,,,,,,,0,0,0,2,22h57m39.05s,344.412689,-29d37m20.1s,-29.622236,7.69,0.05,-0.05,0,1.16,,0,0,V (Johnson),,,,,,2,,,0,0,,,,,,2015-11-19
94,GJ 1132,b,Transit,1,1.62893,0.000031,-0.000031,0,,,,,0,,,0,,,,,0.0051,0.00173,-0.00173,0,Mass,0.103,0.01,-0.01,0,6,2.5,-2.5,0,0,0,0,1,10h14m51.78s,153.715737,-47d09m24.2s,-47.156727,12.04,0.24,-0.24,0,13.49,0.03,0,0,V (Johnson),3270,140,-140,0,0,0.18,0.02,-0.02,0,0,0.21,0.02,-0.02,0,0,2015-11-12
95,GJ 1214,b,Transit,1,1.58040456,0.00000016,-0.00000016,0,0.01411,0.00032,-0.00032,0,,,,,88.17,0.54,-0.54,0,0.0197,0.0027,-0.0027,0,Mass,0.254,0.018,-0.018,0,1.49,0.33,-0.33,0,0,0,0,3,17h15m18.92s,258.828837,+04d57m50.1s,4.96392,,,,,15.1,0.6,0,0,V (Johnson),3170,23,-23,0,0,0.16,0.01,-0.01,0,0,0.18,0.01,-0.01,0,0,2015-12-03
96,GJ 15 A,b,Radial Velocity,1,11.4433,0.0016,-0.0016,0,0.0717,0.0034,-0.0034,0,0,,,0,,,,,0.017,0.002,-0.002,0,Msini,,,,,,,,,0,0,0,0,00h18m22.89s,4.595356,+44d01m22.6s,44.022953,3.57,0.01,-0.01,0,8.08,,0,0,V (Johnson),3567,11,-11,0,0,0.38,0.06,-0.06,0,0,0.39,0,0,0,0,2014-09-18
97,GJ 163,b,Radial Velocity,3,8.631,0.001,-0.001,0,0.061,,,0,0.11,0.04,-0.04,0,,,,,0.035,,,0,Msini,,,,,,,,,0,0,0,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,14.97,0.44,-0.46,0,11.81,0.014,0,0,V (Johnson),3500,100,-100,0,0,0.4,0.02,-0.02,0,0,,,,,,2014-05-14
98,GJ 163,c,Radial Velocity,3,25.6,0.02,-0.02,0,0.13,,,0,0.08,0.08,-0.08,0,,,,,0.024,,,0,Msini,,,,,,,,,0,0,0,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,14.97,0.44,-0.46,0,11.81,0.014,0,0,V (Johnson),3500,100,-100,0,0,0.4,0.02,-0.02,0,0,,,,,,2014-05-14
99,GJ 163,d,Radial Velocity,3,603,12,-12,0,1,,,0,0.41,0.07,-0.07,0,,,,,0.079,,,0,Msini,,,,,,,,,0,0,0,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,14.97,0.44,-0.46,0,11.81,0.014,0,0,V (Johnson),3500,100,-100,0,0,0.4,0.02,-0.02,0,0,,,,,,2014-05-14
100,GJ 179,b,Radial Velocity,1,2288,59,-59,0,2.41,0.04,-0.04,0,0.21,0.08,-0.08,0,,,,,0.82,0.07,-0.07,0,Msini,,,,,,,,,0,0,0,0,04h52m05.73s,73.023865,+06d28m35.5s,6.476539,12.12,0.56,-0.62,0,12,0.025,0,0,V (Johnson),3370,100,-100,0,0,0.36,0.03,-0.03,0,0,0.38,0.02,-0.02,0,0,2014-05-14
101,GJ 3021,b,Radial Velocity,1,133.71,0.2,-0.2,0,0.49,,,0,0.511,0.017,-0.017,0,,,,,3.37,0.09,-0.09,0,Msini,,,,,,,,,0,0,0,1,00h16m12.68s,4.052823,-79d51m04.3s,-79.851181,17.62,0.16,-0.17,0,6.59,0,0,0,V (Johnson),5540,75,-75,0,0,0.9,,,0,0,0.9,,,0,0,2014-05-14
102,GJ 317,b,Radial Velocity,1,692,2,-2,0,1.15,0.05,-0.05,0,0.11,0.05,-0.05,0,45,30,-10,0,2.5,0.7,-0.4,0,Mass,,,,,,,,,0,0,0,0,08h40m59.22s,130.24673,-23d27m22.6s,-23.456289,15.1,0.22,-0.22,0,11.97,0.014,0,0,V (Johnson),3510,50,-50,0,0,0.42,0.05,-0.05,0,0,,,,,,2014-08-27
103,GJ 328,b,Radial Velocity,1,4100,300,-300,0,4.5,0.2,-0.2,0,0.37,0.05,-0.05,0,,,,,2.3,0.13,-0.13,0,Msini,,,,,,,,,0,0,0,0,08h55m07.62s,133.781754,+01d32m47.4s,1.546508,20.03,0.85,-0.92,0,9.97,0.009,0,0,V (Johnson),3900,100,-100,0,0,0.69,0.05,-0.05,0,0,,,,,,2014-05-14
104,GJ 3293,b,Radial Velocity,2,30.6,0.01,-0.01,0,0.1434,,,0,0.07,0.04,-0.04,0,,,,,0.081,0.005,-0.005,0,Msini,,,,,,,,,0,0,0,0,04h28m35.72s,67.14882,-25d10m09.5s,-25.169301,,,,,11.962,,0,0,V (Johnson),3466,49,-49,0,0,0.42,,,0,0,0.4,0.03,-0.03,0,0,2014-12-03
105,GJ 3293,c,Radial Velocity,2,123.75,0.3,-0.3,0,0.364,,,0,0.33,0.06,-0.06,0,,,,,0.081,0.005,-0.005,0,Msini,,,,,,,,,0,0,0,0,04h28m35.72s,67.14882,-25d10m09.5s,-25.169301,,,,,11.962,,0,0,V (Johnson),3466,49,-49,0,0,0.42,,,0,0,0.4,0.03,-0.03,0,0,2014-12-03
106,GJ 3341,b,Radial Velocity,1,14.207,0.007,-0.007,0,0.089,,,0,0.31,0.11,-0.11,0,,,,,0.0208,0.0003,-0.0003,0,Msini,,,,,,,,,0,0,0,0,05h15m46.72s,78.944663,-31d17m45.4s,-31.295951,,,,,12.08,,0,0,V (Johnson),3526,49,-49,0,0,0.47,,,0,0,0.44,0.03,-0.03,0,0,2014-12-03
107,GJ 3470,b,Radial Velocity,1,3.3366487,0.0000043,-0.0000033,0,0.031,0.0028,-0.0028,0,0.017,0.016,-0.012,0,88.88,0.62,-0.45,0,0.043,0.005,-0.005,0,Mass,0.346,0.029,-0.029,0,1.18,0.33,-0.33,0,0,0,0,1,07h59m05.84s,119.774349,+15d23m29.4s,15.391492,25.2,2.9,-2.9,0,12.33,0.012,0,0,V (Johnson),3652,50,-50,0,0,0.51,0.06,-0.06,0,0,0.48,0.04,-0.04,0,0,2014-07-23
108,GJ 3634,b,Radial Velocity,1,2.64561,0.00066,-0.00066,0,0.0287,0.001,-0.0011,0,0.08,0.094,-0.057,0,59,18,-24,0,0.026,0.013,-0.005,0,Mass,,,,,,,,,0,0,0,0,10h58m35.10s,164.646242,-31d08m38.4s,-31.143989,19.8,0.6,-0.6,0,11.93,0.01,0,0,V (Johnson),,,,,,0.45,0.05,-0.05,0,0,0.43,0.03,-0.03,0,0,2014-08-21
109,GJ 433,b,Radial Velocity,1,7.3709,0.0008,-0.0008,0,0.058,,,0,0.08,0.08,-0.08,0,,,,,0.018,,,0,Msini,,,,,,,,,0,0,0,0,11h35m26.95s,173.862289,-32d32m23.9s,-32.53997,9.04,0.14,-0.15,0,9.806,0.015,0,0,V (Johnson),3600,,,0,0,0.48,,,0,0,,,,,,2014-05-14
110,GJ 436,b,Radial Velocity,1,2.64388312,0.00000057,-0.00000057,0,0.0291,0.0015,-0.0015,0,0.13827,0.00018,-0.00018,0,86.44,0.17,-0.16,0,0.07,0.007,-0.007,0,Mass,0.372,0.015,-0.015,0,1.8,0.29,-0.29,0,0,0,0,0,11h42m11.09s,175.546219,+26d42m23.7s,26.70657,10.23,0.23,-0.24,0,10.67,0.01,0,0,V (Johnson),,,,,0,0.47,0.07,-0.07,0,0,0.46,0.02,-0.02,0,0,2015-02-05
111,GJ 504,b,Imaging,1,,,,,43.5,,,0,,,,,,,,,4,4.5,-1,0,Mass,,,,,,,,,0,0,0,0,13h16m46.52s,199.193817,+09d25m27.0s,9.424156,17.95,0.27,-0.28,0,5.22,,0,0,V (Johnson),6234,25,-25,0,0,1.22,0.08,-0.08,0,0,,,,,,2014-05-14
112,GJ 581,b,Radial Velocity,3,5.3686,0.0001,-0.0001,0,0.04061,0.00003,-0.00003,0,0,0.03,-0.03,0,,,,,0.0497,0.0009,-0.0009,0,Msini,,,,,,,,,0,0,0,0,15h19m26.82s,229.861771,-07d43m20.2s,-7.72228,6.27,0.09,-0.09,0,10.56,0.011,0,0,V (Johnson),,,,,,0.31,0.02,-0.02,0,0,0.29,,,0,0,2014-07-09
113,GJ 581,c,Radial Velocity,3,12.914,0.002,-0.002,0,0.0721,0.0003,-0.0003,0,0,0.06,-0.06,0,,,,,0.0173,0.0009,-0.0009,0,Msini,,,,,,,,,0,0,0,0,15h19m26.82s,229.861771,-07d43m20.2s,-7.72228,6.27,0.09,-0.09,0,10.56,0.011,0,0,V (Johnson),,,,,,0.31,0.02,-0.02,0,0,0.29,,,0,0,2014-07-09
114,GJ 581,e,Radial Velocity,3,3.149,0.0002,-0.0002,0,0.02815,0.00006,-0.00006,0,0,0.06,-0.06,0,,,,,0.0053,0.0006,-0.0006,0,Msini,,,,,,,,,0,0,0,0,15h19m26.82s,229.861771,-07d43m20.2s,-7.72228,6.27,0.09,-0.09,0,10.56,0.011,0,0,V (Johnson),,,,,,0.31,0.02,-0.02,0,0,0.29,,,0,0,2014-07-09
115,GJ 649,b,Radial Velocity,1,598.3,4.2,-4.2,0,1.135,0.035,-0.035,0,0.3,0.08,-0.08,0,,,,,0.328,0.032,-0.032,0,Msini,,,,,,,,,0,0,0,0,16h58m08.85s,254.53688,+25d44m39.0s,25.74416,10.32,0.16,-0.16,0,9.69,0.02,0,0,V (Johnson),3700,60,-60,0,0,0.54,0.05,-0.05,0,0,,,,,,2014-05-14
116,GJ 667 C,b,Radial Velocity,5,7.2004,0.0017,-0.0017,0,0.0505,0.0044,-0.0053,0,0.13,0.1,-0.11,0,,,,,0.018,0.004,-0.004,0,Msini,,,,,,,,,0,0,0,0,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,,,0,10.22,0.1,0,0,V (Johnson),3350,50,-50,0,0,0.33,0.02,-0.02,0,0,,,,,0,2014-05-14
117,GJ 667 C,c,Radial Velocity,5,28.14,0.053,-0.065,0,0.125,0.012,-0.013,0,0.02,0.15,-0.02,0,,,,,0.012,0.005,-0.004,0,Msini,,,,,,,,,0,0,0,0,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,,,0,10.22,0.1,0,0,V (Johnson),3350,50,-50,0,0,0.33,0.02,-0.02,0,0,,,,,0,2014-05-14
118,GJ 667 C,e,Radial Velocity,5,62.24,0.55,-0.55,0,0.213,0.019,-0.022,0,0.02,0.22,-0.02,0,,,,,0.008,0.005,-0.004,0,Msini,,,,,,,,,0,0,0,0,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,,,0,10.22,0.1,0,0,V (Johnson),3350,50,-50,0,0,0.33,0.02,-0.02,0,0,,,,,0,2014-05-14
119,GJ 667 C,f,Radial Velocity,5,39.026,0.194,-0.211,0,0.156,0.014,-0.017,0,0.03,0.16,-0.03,0,,,,,0.008,0.004,-0.004,0,Msini,,,,,,,,,0,0,0,0,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,,,0,10.22,0.1,0,0,V (Johnson),3350,50,-50,0,0,0.33,0.02,-0.02,0,0,,,,,0,2014-05-14
120,GJ 667 C,g,Radial Velocity,5,256.2,13.8,-7.9,0,0.549,0.052,-0.058,0,0.08,0.41,-0.08,0,,,,,0.014,0.008,-0.007,0,Msini,,,,,,,,,0,0,0,0,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,,,0,10.22,0.1,0,0,V (Johnson),3350,50,-50,0,0,0.33,0.02,-0.02,0,0,,,,,0,2014-05-14
121,GJ 674,b,Radial Velocity,1,4.6938,0.007,-0.007,0,0.039,,,0,0.2,0.02,-0.02,0,,,,,0.035,,,0,Msini,,,,,,,,,0,0,0,0,17h28m39.95s,262.166443,-46d53m42.7s,-46.895191,4.54,0.03,-0.03,0,9.37,,0,0,V (Johnson),3600,100,-100,0,0,0.35,,,0,0,,,,,,2014-05-14
122,GJ 676 A,b,Radial Velocity,3,1050.3,1.2,-1.2,0,1.8,0.07,-0.07,0,0.328,0.004,-0.004,0,,,,,4.95,0.31,-0.31,0,Msini,,,,,,,,,0,0,0,0,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.13,0.46,-0.49,0,9.58,0.009,0,0,V (Johnson),,,,,0,0.71,0.04,-0.04,0,0,,,,,0,2014-05-14
123,GJ 676 A,d,Radial Velocity,3,3.6,0.0008,-0.0008,0,0.0413,0.0014,-0.0014,0,0.15,0.09,-0.09,0,,,,,0.014,0.002,-0.002,0,Msini,,,,,,,,,0,0,0,0,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.13,0.46,-0.49,0,9.58,0.009,0,0,V (Johnson),,,,,0,0.71,0.04,-0.04,0,0,,,,,0,2014-05-14
124,GJ 676 A,e,Radial Velocity,3,35.37,0.07,-0.07,0,0.187,0.007,-0.007,0,0.24,0.12,-0.12,0,,,,,0.036,0.005,-0.005,0,Msini,,,,,,,,,0,0,0,0,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.13,0.46,-0.49,0,9.58,0.009,0,0,V (Johnson),,,,,0,0.71,0.04,-0.04,0,0,,,,,0,2014-05-14
125,GJ 687,b,Radial Velocity,1,38.14,0.015,-0.015,0,0.16353,0.000043,-0.000043,0,0.04,0.076,-0.076,0,,,,,0.058,0.007,-0.007,0,Msini,,,,,,,,,0,0,0,0,17h36m25.90s,264.10791,+68d20m20.9s,68.339142,4.53,0.02,-0.02,0,9.15,,0,0,V (Johnson),3413,28,-28,0,0,0.41,0.04,-0.04,0,0,0.42,0.01,-0.01,0,0,2014-05-28
126,GJ 832,b,Radial Velocity,2,3657,104,-104,0,3.56,0.28,-0.28,0,0.08,0.02,-0.06,0,,,,,0.68,0.09,-0.09,0,Msini,,,,,,,,,0,0,0,0,21h33m33.98s,323.391571,-49d00m32.4s,-49.009006,4.94,0.03,-0.03,0,8.66,,0,0,V (Johnson),3472,,,0,0,0.45,0.05,-0.05,0,0,,,,,0,2014-06-25
127,GJ 832,c,Radial Velocity,2,35.68,0.03,-0.03,0,0.163,0.006,-0.006,0,0.18,0.13,-0.13,0,,,,,0.017,0.003,-0.003,0,Msini,,,,,,,,,0,0,0,0,21h33m33.98s,323.391571,-49d00m32.4s,-49.009006,4.94,0.03,-0.03,0,8.66,,0,0,V (Johnson),3472,,,0,0,0.45,0.05,-0.05,0,0,,,,,0,2014-06-25
